FID,the_geom,bh_id,completion,type,country,lat,long,location,elevation,aquifer,depth_m,yield_m3_h,strike_m,tds_mg_l,samdate_td,so4_mg_l,samdate_so,NO3_mg_l,samdate_NO,f_mg_l,samdate_f,t_m2_d,ec_ms_m,samdate_ec,wl_mbgl,samdate_wl,delta_D,samdate_de,delta_O,samdate__1,tritium_T,plus_minus,samdate_T,_14C,plus_min_1,samdate_14,MRT_years
stasboreholes.60,POINT (19.32446 -24.75763),9919,1969,-9999.99,NAMIBIA,-24.75763,19.32446,R0349,1107,AUOB,155,3.2,-9999.99,9919,3/8/2000,11776,3/8/2000,1494,3/8/2000,106.7,3/8/2000,-9999.99,-9999.99,-9999.99,109.3,3/8/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.61,POINT (19.3384 -25.00596),2883,1946,-9999.99,NAMIBIA,-25.00596,19.3384,R0362/Rem,1079,KALAHARI,-9999.99,-9999.99,-9999.99,9877,11/16/1999,1265,11/16/1999,76,11/16/1999,13.2,11/16/1999,-9999.99,-9999.99,-9999.99,0,11/16/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.62,POINT (20.13056 -26.21111),A170,-9999.99,BOREHOLE,SOUTH AFRICA,-26.21111,20.13056,-9999.99,940,KALAHARI,-9999.99,-9999.99,-9999.99,9865,-9999.99,892.6,-9999.99,59,-9999.99,9.94,-9999.99,-9999.99,-9999.99,-9999.99,84.12,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.63,POINT (20.15833 -26.16944),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-26.16944,20.15833,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,9378,-9999.99,1252.3,-9999.99,63.34,-9999.99,0.05,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.64,POINT (20.6225 -25.42556),A1054,2002,BOREHOLE,SOUTH AFRICA,-25.42556,20.6225,-9999.99,950,KALAHARI,102,-9999.99,99,8963,-9999.99,1770.8,-9999.99,18.71,-9999.99,6.21,-9999.99,-9999.99,-9999.99,-9999.99,53,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.65,POINT (20.15 -26.16667),A523,-9999.99,BOREHOLE,SOUTH AFRICA,-26.16667,20.15,-9999.99,950,KALAHARI,-9999.99,-9999.99,-9999.99,8928,-9999.99,501.7,-9999.99,73.36,-9999.99,10.33,-9999.99,-9999.99,-9999.99,-9999.99,86.4,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.66,POINT (19.5197 -25.65025),18265,1974,-9999.99,NAMIBIA,-25.65025,19.5197,T0322/001,1028,KALAHARI,102,0.8,-9999.99,8825,11/27/1999,2110,11/27/1999,136,11/27/1999,10.7,11/27/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/27/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.67,POINT (20.24028 -26.225),A250,-9999.99,BOREHOLE,SOUTH AFRICA,-26.225,20.24028,-9999.99,940,KALAHARI,122,-9999.99,-9999.99,8563,-9999.99,1026.1,-9999.99,18.6,-9999.99,0.05,-9999.99,-9999.99,-9999.99,-9999.99,104,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.68,POINT (18.73568 -25.50357),NO ID,-9999.99,-9999.99,NAMIBIA,-25.50357,18.73568,R0295/Rem,1079,KALAHARI,51,-9999.99,-9999.99,8422,1/12/2000,1178,1/12/2000,384.7,1/12/2000,0.7,1/12/2000,-9999.99,-9999.99,-9999.99,12.75,1/12/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.69,POINT (20.14999 -25.16795),KGNP36,-9999.99,-9999.99,SOUTH AFRICA,-25.16795,20.14999,KARUP GEMSBOKPARK,1020,AUOB,-9999.99,-9999.99,-9999.99,8314,-9999.99,2977.8,-9999.99,2.47,-9999.99,2.7,-9999.99,-9999.99,1250,-9999.99,62.72,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.70,POINT (20.26111 -25.13194),A1189,-9999.99,BOREHOLE,SOUTH AFRICA,-25.13194,20.26111,-9999.99,1020,KALAHARI,-9999.99,-9999.99,-9999.99,8226,-9999.99,3128.2,-9999.99,2.69,-9999.99,3.13,-9999.99,-9999.99,-9999.99,-9999.99,73.07,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.71,POINT (20.68556 -25.6425),A922,-9999.99,BOREHOLE,SOUTH AFRICA,-25.6425,20.68556,-9999.99,950,KALAHARI,-9999.99,-9999.99,-9999.99,8110,-9999.99,1073,-9999.99,18.34,-9999.99,6.73,-9999.99,-9999.99,-9999.99,-9999.99,75.17,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.72,POINT (20.03028 -25.28194),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-25.28194,20.03028,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,7939,-9999.99,651.5,-9999.99,16.99,-9999.99,1.81,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.73,POINT (19.25387 -25.00713),NO ID,-9999.99,-9999.99,NAMIBIA,-25.00713,19.25387,R0358/Rem,1081,KALAHARI,-9999.99,-9999.99,-9999.99,7788,11/17/1999,800,11/17/1999,39.4,11/17/1999,6.8,11/17/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/17/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.74,POINT (20.13278 -26.18),A293,-9999.99,BOREHOLE,SOUTH AFRICA,-26.18,20.13278,-9999.99,950,KALAHARI,103,0.68,-9999.99,7744,10/28/1963,787.9,10/28/1963,47.03,10/28/1963,7.25,10/28/1963,-9999.99,-9999.99,-9999.99,89.9,10/28/1963,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.75,POINT (19.87328 -25.38562),10004,1968,-9999.99,NAMIBIA,-25.38562,19.87328,R0474/Rem,1088,AUOB,280,4,-9999.99,7711,2/7/2000,1460,2/7/2000,24.5,2/7/2000,2.2,2/7/2000,-9999.99,-9999.99,-9999.99,-9999.99,2/7/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.76,POINT (19.6643 -25.38376),2935,1946,-9999.99,NAMIBIA,-25.38376,19.6643,R0471,1033,KALAHARI,102.4,-9999.99,-9999.99,7696,1/23/2000,1276,1/23/2000,0.3,1/23/2000,6.9,1/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,1/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.77,POINT (20.03806 -25.99361),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-25.99361,20.03806,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,7628,-9999.99,1199.4,-9999.99,72.18,-9999.99,7.32,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.78,POINT (19.30588 -24.93688),2844,1946,-9999.99,NAMIBIA,-24.93688,19.30588,R0357,1089,KALAHARI,-9999.99,-9999.99,-9999.99,7433,1/10/2000,730,1/10/2000,35,1/10/2000,9.9,1/10/2000,-9999.99,-9999.99,-9999.99,-9999.99,1/10/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.79,POINT (20.41667 -26.16667),A541,-9999.99,BOREHOLE,SOUTH AFRICA,-26.16667,20.41667,-9999.99,940,KALAHARI,113,-9999.99,-9999.99,7423,-9999.99,622.7,-9999.99,46.69,-9999.99,7.5,-9999.99,-9999.99,-9999.99,-9999.99,81.71,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.80,POINT (20.08056 -26.07222),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-26.07222,20.08056,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,7123,-9999.99,759.2,-9999.99,59.15,-9999.99,17.41,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.81,POINT (20.07972 -26.04444),A710,-9999.99,BOREHOLE,SOUTH AFRICA,-26.04444,20.07972,-9999.99,960,KALAHARI,-9999.99,-9999.99,-9999.99,6969,-9999.99,721.9,-9999.99,65.53,-9999.99,11.92,-9999.99,-9999.99,-9999.99,-9999.99,78.6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.82,POINT (19.43373 -25.46122),J8A/39855,-9999.99,MONITORING,NAMIBIA,-25.46122,19.43373,-9999.99,1021,AUOB,250,-9999.99,-9999.99,6754,7/1/2000,880,7/1/2000,8.4,7/1/2000,2,7/1/2000,0.01,1039,-9999.99,172.2,7/1/2000,-36,9/16/2000,-3.56,9/16/2000,-9999.99,-9999.99,-9999.99,99.28,0.66,9/16/2000,-9999.99
stasboreholes.83,POINT (20.07361 -26.04167),A768,-9999.99,BOREHOLE,SOUTH AFRICA,-26.04167,20.07361,-9999.99,960,KALAHARI,128,0.6,-9999.99,6697,-9999.99,631.6,-9999.99,63.84,-9999.99,12.14,-9999.99,-9999.99,-9999.99,-9999.99,79.3,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.84,POINT (20.61528 -25.45139),A999,-9999.99,BOREHOLE,SOUTH AFRICA,-25.45139,20.61528,-9999.99,960,KALAHARI,65,-9999.99,-9999.99,6627,-9999.99,1095.6,-9999.99,3.02,-9999.99,5.09,-9999.99,-9999.99,-9999.99,-9999.99,50.67,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.85,POINT (20.73056 -26.15833),A527,-9999.99,BOREHOLE,SOUTH AFRICA,-26.15833,20.73056,-9999.99,920,KALAHARI,102,-9999.99,-9999.99,6537,-9999.99,1103.9,-9999.99,0.08,-9999.99,0.4,-9999.99,-9999.99,-9999.99,-9999.99,63.67,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.86,POINT (18.58444 -25.39225),NO ID,-9999.99,-9999.99,NAMIBIA,-25.39225,18.58444,R0160/Rem,1111,KALAHARI,-9999.99,-9999.99,-9999.99,6462,9/8/2000,1548,9/8/2000,265,9/8/2000,0.4,9/8/2000,-9999.99,-9999.99,-9999.99,8,9/8/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.87,POINT (20.08222 -26.06278),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-26.06278,20.08222,-9999.99,-9999.99,KALAHARI,108,0.63,84,6435,9/23/1966,724.9,9/23/1966,1.31,9/23/1966,10.16,9/23/1966,-9999.99,-9999.99,-9999.99,58.8,9/23/1966,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.88,POINT (20.09139 -26.20278),A422,-9999.99,BOREHOLE,SOUTH AFRICA,-26.20278,20.09139,-9999.99,960,KALAHARI,-9999.99,-9999.99,-9999.99,6428,-9999.99,734.1,-9999.99,0.6,-9999.99,24.1,-9999.99,-9999.99,-9999.99,-9999.99,93.21,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.89,POINT (20.12361 -26.15694),A626,-9999.99,BOREHOLE,SOUTH AFRICA,-26.15694,20.12361,-9999.99,960,KALAHARI,128,3.44,97.5,6352,-9999.99,572.5,-9999.99,34.4,-9999.99,6.35,-9999.99,-9999.99,-9999.99,-9999.99,57.91,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.90,POINT (20.13306 -26.18),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-26.18,20.13306,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,6171,-9999.99,468.9,-9999.99,31.68,-9999.99,3.43,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.91,POINT (20.22083 -25.94583),A842,-9999.99,BOREHOLE,SOUTH AFRICA,-25.94583,20.22083,-9999.99,930,KALAHARI,87,-9999.99,-9999.99,6137,-9999.99,1055.9,-9999.99,64.81,-9999.99,4.78,-9999.99,-9999.99,-9999.99,-9999.99,57.77,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.92,POINT (18.40313 -25.0797),NO ID,-9999.99,-9999.99,NAMIBIA,-25.0797,18.40313,R0079/1&Rem,1165,KALAHARI,46,1.5,7.62,6086,4/17/2000,1450,4/17/2000,57.4,4/17/2000,0.9,4/17/2000,-9999.99,-9999.99,-9999.99,-9999.99,4/17/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.93,POINT (20.01722 -25.47417),A997,-9999.99,BOREHOLE,SOUTH AFRICA,-25.47417,20.01722,-9999.99,1000,KALAHARI,-9999.99,-9999.99,-9999.99,5988,-9999.99,947.3,-9999.99,47.41,-9999.99,2.05,-9999.99,-9999.99,-9999.99,-9999.99,78.52,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.94,POINT (20.13333 -26.11667),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-26.11667,20.13333,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,5929,-9999.99,550.2,-9999.99,55.17,-9999.99,7.26,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.95,POINT (18.99134 -24.01843),7978,-9999.99,-9999.99,NAMIBIA,-24.01843,18.99134,R0244,1210,KALAHARI,-9999.99,-9999.99,-9999.99,5750,3/30/2000,1320,3/30/2000,4,3/30/2000,0.9,3/30/2000,-9999.99,-9999.99,-9999.99,-9999.99,3/30/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.96,POINT (19.24182 -24.98474),2885,1946,-9999.99,NAMIBIA,-24.98474,19.24182,R0358/002,1083,KALAHARI,-9999.99,-9999.99,-9999.99,5663,11/16/1999,550,11/16/1999,44.7,11/16/1999,6.4,11/16/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/16/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.97,POINT (19.5261 -25.57878),9818,1968,-9999.99,NAMIBIA,-25.57878,19.5261,R0490,1010,KALAHARI,95,2.7,-9999.99,5658,11/27/1999,1325,11/27/1999,86,11/27/1999,6.6,11/27/1999,-9999.99,-9999.99,-9999.99,0,11/27/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.98,POINT (19.46017 -24.60019),18103,1976,-9999.99,NAMIBIA,-24.60019,19.46017,R0273/001,1117,KALAHARI,199,3.6,-9999.99,5656,2/29/2000,451,2/29/2000,5.5,2/29/2000,5.8,2/29/2000,-9999.99,-9999.99,-9999.99,-9999.99,2/29/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.99,POINT (20.00056 -26.00083),A832,-9999.99,BOREHOLE,SOUTH AFRICA,-26.00083,20.00056,-9999.99,840,KALAHARI,117,-9999.99,-9999.99,5547,-9999.99,516.3,-9999.99,26.69,-9999.99,7.39,-9999.99,-9999.99,-9999.99,-9999.99,84.27,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.100,POINT (19.26836 -24.95732),2882,1946,-9999.99,NAMIBIA,-24.95732,19.26836,R0357,1098,KALAHARI,-9999.99,-9999.99,-9999.99,5509,1/10/2000,580,1/10/2000,50,1/10/2000,5.5,1/10/2000,-9999.99,-9999.99,-9999.99,-9999.99,1/10/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.101,POINT (20.39444 -25.725),A977,-9999.99,BOREHOLE,SOUTH AFRICA,-25.725,20.39444,-9999.99,960,KALAHARI,91,-9999.99,-9999.99,5261,-9999.99,878.6,-9999.99,14.01,-9999.99,3.83,-9999.99,-9999.99,-9999.99,-9999.99,89.4,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.102,POINT (20.04583 -26.0375),A771,-9999.99,BOREHOLE,SOUTH AFRICA,-26.0375,20.04583,-9999.99,960,KALAHARI,128,0.76,-9999.99,5205,-9999.99,531.2,-9999.99,50.38,-9999.99,17.53,-9999.99,-9999.99,-9999.99,-9999.99,85.3,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.103,POINT (20.73 -26.21944),A222,1963,BOREHOLE,SOUTH AFRICA,-26.21944,20.73,-9999.99,890,KALAHARI,73,0.5,-9999.99,5072,-9999.99,804.8,-9999.99,6.25,-9999.99,2.74,-9999.99,-9999.99,-9999.99,-9999.99,36.58,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.104,POINT (20.53472 -25.33194),A1118,1998,BOREHOLE,SOUTH AFRICA,-25.33194,20.53472,-9999.99,990,KALAHARI,248,0.5,-9999.99,5067,-9999.99,908.6,-9999.99,12.17,-9999.99,9.75,-9999.99,-9999.99,-9999.99,-9999.99,56.61,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.105,POINT (20.5832 -26.29094),KGNP76,-9999.99,-9999.99,SOUTH AFRICA,-26.29094,20.5832,MONRO,900,NOSSOB,-9999.99,-9999.99,-9999.99,5013,-9999.99,986.5,-9999.99,42.53,-9999.99,4.64,-9999.99,-9999.99,646.8,-9999.99,31.76,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.106,POINT (20 -24.2156),BH5226,1936,-9999.99,BOTSWANA,-24.2156,20,Mosomane,-9999.99,AUOB,250,8,-9999.99,4774,-9999.99,1000,-9999.99,92,-9999.99,1.3,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.107,POINT (20.01528 -26.04778),A760,-9999.99,BOREHOLE,SOUTH AFRICA,-26.04778,20.01528,-9999.99,950,KALAHARI,112,-9999.99,-9999.99,4688,10/26/1988,393.1,10/26/1988,36.34,10/26/1988,4.68,10/26/1988,-9999.99,-9999.99,-9999.99,76.35,10/26/1988,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.108,POINT (20.01389 -26.05833),A715,-9999.99,BOREHOLE,SOUTH AFRICA,-26.05833,20.01389,-9999.99,960,KALAHARI,-9999.99,-9999.99,-9999.99,4675,-9999.99,423.8,-9999.99,39.57,-9999.99,4.72,-9999.99,-9999.99,-9999.99,-9999.99,115,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.109,POINT (20.52694 -23.58778),BH6326,1989,-9999.99,BOTSWANA,-23.58778,20.52694,Ukwi,1226,KALAHARI,42,1.8,-9999.99,4640,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,94.5,-9999.99,36,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.110,POINT (20.60972 -26.41083),A20,-9999.99,BOREHOLE,SOUTH AFRICA,-26.41083,20.60972,-9999.99,890,KALAHARI,48,-9999.99,30.6,4575,-9999.99,665.9,-9999.99,56.07,-9999.99,5.1,-9999.99,-9999.99,-9999.99,-9999.99,30.75,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.111,POINT (20.14417 -24.88889),A1217,-9999.99,BOREHOLE,SOUTH AFRICA,-24.88889,20.14417,-9999.99,1030,KALAHARI,79,0.6,-9999.99,4561,-9999.99,1923.7,-9999.99,5.19,-9999.99,0.81,-9999.99,-9999.99,-9999.99,-9999.99,72.4,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.112,POINT (20.01694 -26.0975),NO ID,-9999.99,BOREHOLE,SOUTH AFRICA,-26.0975,20.01694,-9999.99,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,4539,-9999.99,444,-9999.99,41.13,-9999.99,6.66,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.113,POINT (20.53944 -25.28833),A1146,-9999.99,BOREHOLE,SOUTH AFRICA,-25.28833,20.53944,-9999.99,980,KALAHARI,-9999.99,-9999.99,-9999.99,4421,-9999.99,864.4,-9999.99,0.44,-9999.99,0.22,-9999.99,-9999.99,-9999.99,-9999.99,59.42,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.114,POINT (19.18282 -23.69287),NO ID,-9999.99,-9999.99,NAMIBIA,-23.69287,19.18282,L0785,1249,KALAHARI,-9999.99,-9999.99,-9999.99,4326,-9999.99,360,-9999.99,70,-9999.99,0.4,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.115,POINT (19.27561 -25.10654),5185,1957,-9999.99,NAMIBIA,-25.10654,19.27561,R0587,1067,AUOB,-9999.99,-9999.99,-9999.99,4315,11/16/1999,1552,11/16/1999,0.1,11/16/1999,11.5,11/16/1999,-9999.99,-9999.99,-9999.99,0,11/16/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.116,POINT (20.00139 -26.15),A580,-9999.99,BOREHOLE,SOUTH AFRICA,-26.15,20.00139,-9999.99,960,KALAHARI,86,-9999.99,-9999.99,4303,-9999.99,553,-9999.99,44.58,-9999.99,2.16,-9999.99,-9999.99,-9999.99,-9999.99,71.1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.117,POINT (19.13867 -24.68121),2413,1931,-9999.99,NAMIBIA,-24.68121,19.13867,R0333,1132,KALAHARI,120,-9999.99,-9999.99,4303,3/5/2000,394,3/5/2000,61.1,3/5/2000,5.3,3/5/2000,-9999.99,-9999.99,-9999.99,-9999.99,3/5/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.118,POINT (19.4618 -24.75528),6673,-9999.99,-9999.99,NAMIBIA,-24.75528,19.4618,R0535,1109,KALAHARI,-9999.99,-9999.99,-9999.99,4228,3/4/2000,260,3/4/2000,11,3/4/2000,2.4,3/4/2000,-9999.99,-9999.99,-9999.99,-9999.99,3/4/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.119,POINT (19.24696 -25.05844),2930,1946,-9999.99,NAMIBIA,-25.05844,19.24696,R0361,1079,KALAHARI,-9999.99,-9999.99,-9999.99,4225,11/18/1999,528,11/18/1999,37.1,11/18/1999,5.3,11/18/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/18/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.120,POINT (18.90142 -24.69145),2045,-9999.99,-9999.99,NAMIBIA,-24.69145,18.90142,R0148,1138,KALAHARI,-9999.99,-9999.99,-9999.99,4223,1/11/2000,394,1/11/2000,73.9,1/11/2000,0.8,1/11/2000,-9999.99,-9999.99,-9999.99,-9999.99,1/11/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
